"Company","Vessel Name","IMO"
"Fortune Li Shipping Limited","STI Gauntlet","9717137"
"Fortune Gen Shipping Limited","STI Gladiator","9722170"
"Fortune Kan Shipping Limited","STI Goal","9717125"
"STI Grace Shipping Company Limited","Grace","9722584"
"STI Gramercy Shipping Company Limited","STI Gramercy","9686766"
"Fortune Dui Shipping Limited","STI Gratitude","9722182"
"Fortune Zhen Shipping Limited","STI Guard","9717101"
"Fortune Xun Shipping Limited","STI Guide","9717113"
"STI Hackney Shipping Company Limited","STI Hackney","9686883"
"STI Hammersmith Shipong Company Limted","STI Hammersmith","9706463"
"STI Jardins Shipping Company Limited","STI Jardins","9794446"
"STI Jermyn Shipping Company Limited","STI Jermyn","9722596"
"STI Kingsway Shipping Company Limited","STI Kingsway","9712852"
"STI LA Boca Shipping Company Limited","STI LA Boca","9785718"
"STI Larvotto Shipping Company Limited","STI Larvotto","9645774"
"STI Lauren Shipping Company Limited","STI Lauren","9696711"
"STI Le Rocher Shipping Company Limited","STI Le Rocher","9645762"
"STI Leblon Shipping Company Limited","STI Leblon","9785706"
"Scorpio Ship Management S.A.M.","STI Lombard","9708150"
"STI Madison Shipping Company Limited","STI Madison","9688831"
"STI Manhattan Shipping Company Limited","STI Manhattan","9707261"
"STI Mayfair Shipping Company Limited","STI Mayfair","9686730"
"STI Memphis Shopping Company Limited","STI Memphis","9681156"
"STI Meraux Shipping Company Limited","STI Meraux","9681118"
"STI Milwaukee Shipping Company Limited","STI Milwaukee","9686974"
"STI Nautilus Shipping Company Limited","STI Nautilus","9712864"
"STI Notting Hill Shipping Company Limited","STI Notting Hill","9706425"
"STI Onyx Shipping Company Limited","STI Onyx","9629964"
"STI Opera Shipping Company Limited","Opera","9669940"
"STI Orchard Shipping Company Limited","STI Orchard","9690834"
"STI Osceola Shipping Company Limited","STI Osceola","9707807"
"STI Oxford Shipping Company Limited","STI Oxford","9697595"
"STI Park Shipping Company Limited","STI Park","9690793"
"STI Pimlico Shipping Company Limited","STI Pimlico","9686871"
"STI Pontiac Shipping Company Limited","STI Pontiac","9704465"
"STI Poplar Shipping Company Limited","STI Poplar","9696589"
"STI Precision Shipping Company Limited","STI Precision","9760213"
"STI Prestige Shipping Company Limited","STI Prestige","9760225"
"Sea 25 Leasing Co. Limited","STI Pride","9737747"
"Sea 26 Leasing Co. Limited","STI Providence","9737759"
"STI Queens Shipping Company Limited","STI Queens","9707273"
"Star Rambla Limited","STI Rambla","9730880"
"STI Regina Shipping Company Limited","STI Regina","9686728"
"STI Rose Shipping Company Limited","STI Rose","9696682"
"STI Rotherhithe Shipping Company Limited","STI Rotherhithe","9706475"
"STI Ruby Shipping Company Limited","STI Ruby","9629940"
"STI San Antonio Shipping Company Limited","STI San Antonio","9681120"
"STI San Telmo Shipping Company Limited","STI San Telmo","9794410"
"OCY Sanctity Limited","STI Sanctity","9719707"
"STI Savile Row Shipping Company Limited","STI Savile Row","9708552"
"Xiang T66 HK International Ship Lease Co. Limited","STI Selatar","9729245"
"STI Seneca Shipping Company Limited","STI Seneca","9704477"
"STI Sloane Shipping Company Limited","STI Sloane","9690808"
"STI Soho Shipping Company Limited","STI Soho","9686754"
"Haolong International Ship Lease Co. Limited","STI Solace","9708588"
"Haonian International Ship Lease Co. Limited","STI Solidarity","9708576"
"STI Spiga Shipping Company Limited","STI Spiga","9708148"
"STI St. Charles Shipping Company Limited","STI St. Charles","9681144"
"Haoyang International Ship Lease Co. Limited","STI Stability","9712840"
"OCY Steadfast Limited","STI Steadfast","9719719"
"OCY Supreme Limited","STI Supreme","9719721"
"OCY Symphony Limited","STI Symphony","9719692"
"STI Texas City Shipping Company Limited","STI Texas City","9681106"
"STI Topaz Shipping Company Limited","STI Topaz","9629938"
"STI Tribeca Shipping Company Limited","STI Tribeca","9686742"
"STI Venere Shipping Company Limited","STI Venere","9681390"
"STI Veneto Shipping Company Limited","STI Veneto","9690822"
"STI Ville Shipping Company Limited","STI Ville","9645798"
"STI Virtus Shipping Company Limited","STI Virtus","9686699"
"STI Wembley Shipping Company Limited","STI Wembley","9691735"
"STI Westminster Shipping Company Limited","STI Westminster","9706437"
"STI Winnie Shipping Company Limited","STI Winnie","9696709"
"STI Yorkville Shipping Company Limited","STI Yorkville","9688350"
"Stolt Tankers BV","Stolt Acer","9272668"
"Stolt Tankers BV","Stolt Achievement","9124469"
"Stolt Tankers BV","Stolt Aguila","9391983"
"Stolt Tankers BV","Stolt Alm","9719238"
"Stolt Tankers BV","Stolt Apal","9719240"
"Stolt Tankers BV","Stolt Basuto","9351543"
"Stolt Tankers BV","Stolt Betula","9266267"
"Stolt Bobcat BV","Stolt Bobcat","9511167"
"Stolt Breland BV","Stolt Breland","9414084"
"Stolt Tankers BV","Stolt Calluna","9744893"
"Stolt Tankers BV","Stolt Capability","9102124"
"Stolt Tankers BV","Stolt Cedar","8919049"
"Stolt Tankers BV","Stolt Commitment","9168647"
"Stolt Tankers BV","Stolt Concept","9178197"
"Stolt Tankers BV","Stolt Confidence","9102071"
"Stolt Tankers BV","Stolt Courage","9296731"
"Stolt Tankers BV","Stolt Creativity","9102095"
"Stolt Tankers BV","Stolt Ebony","9744908"
"Stolt Tankers BV","Stolt Efficiency","9102112"
"Stolt Tankers BV","Stolt Effort","9178202"
"Stolt Tankers BV","Stolt Endurance","9284697"
"Stolt Tankers BV","Stolt Excellence","9720081"
"Stolt Tankers BV","Stolt Facto","9359363"
"Stolt Tankers BV","Stolt Flamenco","9391995"
"Stolt Focus BV","Stolt Focus","9214305"
"Stolt Glory BV","Stolt Glory","9311012"
"Stolt Groenland BV","Stolt Groenland","9414072"
"Stolt Tankers BV","Stolt Illex","9505936"
"Stolt Tankers BV","Stolt Innovation","9102069"
"Stolt Tankers BV","Stolt Inspiration","9102083"
"Stolt Tankers BV","Stolt Integrity","9680097"
"Stolt Tankers BV","Stolt Invention","9102100"
"Stolt Island BV","Stolt Island","9414058"
"Stolt Tankers BV","Stolt Kashi","9266243"
"Stolt Tankers BV","Stolt Kiri","9266231"
"Stolt Tankers BV","Stolt Larix","9617650"
"Stolt Tankers BV","Stolt Lerk","9719252"
"Stolt Tankers BV","Stolt Lind","9719264"
"Stolt Tankers BV","Stolt Lotus","9617648"
"Stolt Tankers BV","Stolt Loyalty","9680114"
"Stolt Tankers BV","Stolt Maple","9764491"
"Stolt Norland BV","Stolt Norland","9414060"
"Stolt Tankers BV","Stolt Ocelot","9459539"
"Stolt Tankers BV","Stolt Palm","9764506"
"Stolt Tankers BV","Stolt Perseverance","9124471"
"Stolt Tankers BV","Stolt Pondo","9374521"
"Stolt Tankers BV","Stolt Pride","9680073"
"Stolt Tankers BV","Stolt Quetzal","9376660"
"Stolt Sagaland BV","Stolt Sagaland","9352200"
"Stolt Tankers BV","Stolt Sea","9149495"
"Stolt Tankers BV","Stolt Selje","8919051"
"Stolt Tankers BV","Stolt Sequoia","9235062"
"Stolt Sincerity BV","Stolt Sincerity","9680085"
"Stolt Tankers BV","Stolt Sisto","9359375"
"Stolt Skua BV","Stolt Skua","9199311"
"Stolt Tankers BV","Stolt Sneland","9352212"
"Stolt Tankers BV","Stolt Span","9149524"
"Stolt Tankers BV","Stolt Spray","9168611"
"Stolt Tankers BV","Stolt Spruce","8919037"
"Stolt Tankers BV","Stolt Stream","9169940"
"Stolt Strength BV","Stolt Strength","9311024"
"Stolt Tankers BV","Stolt Sun","9149512"
"Stolt Tankers BV","Stolt Surf","9168623"
"Stolt Tankers BV","Stolt Sycamore","9198563"
"Stolt Tankers BV","Stolt Sypress","9150315"
"Stolt Teal BV","Stolt Teal","9199323"
"Stolt Tankers BV","Stolt Tenacity","9680102"
"Stolt Tankers BV","Stolt Vanguard","9274305"
"Stolt Tankers BV","Stolt Viking","9196711"
"Stolt Tankers BV","Stolt Virtue","9274317"
"Stolt Vision BV","Stolt Vision","9274329"
"NST Zulu Inc.","Stolt Zulu","9351531"
"Stone Shipping LLC","Stone |","9380582"
"Astraea Maritime SA","Store Bay","9733698"
"Viken Fleet | AS","Storviken","9308065"
"Stove Bulk AS","Stove Caledonia","9425954"
"First Marine Service Co., Ltd.","Stove Friend","9764051"
"Stove Bulk AS","Stove Ocean","9552953"
"Stove Phoenix AS","Stove Phoenix","9370006"
"M.T.M. Ship Management Pte. Ltd.","Strategic Alliance","9648075"
"M.T.M. Ship Management Pte. Ltd.","Strategic Encounter","9475739"
"M.T.M. Ship Management Pte. Ltd.","Strategic Endeavor","9475727"
"M.T.M. Ship Management Pte. Ltd.","Strategic Entity","9723710"
"M.T.M. Ship Management Pte. Ltd.","Strategic Equity","9689902"
"M.T.M. Ship Management Pte. Ltd.","Strategic Explorer","9723708"
"M.T.M. Ship Management Pte. Ltd.","Strategic Fortitude","9753387"
"M.T.M. Ship Management Pte. Ltd.","Strategic Harmony","9689897"
"M.T.M. Ship Management Pte. Ltd.","Strategic Savannah","9686338"
"M.T.M. Ship Management Pte. Ltd.","Strategic Spirit","9626388"
"M.T.M. Ship Management Pte. Ltd.","Strategic Synergy","9648087"
"M.T.M. Ship Management Pte. Ltd.","Strategic Unity","9648099"
"M.T.M. Ship Management Pte. Ltd.","Strategic Venture","9648104"
"M.T.M. Ship Management Pte. Ltd.","Strategic Vision","9610640"
"Olamar Navegacion SA","Strelitzia","9363120"
"Transpetrol TM AS","Stride","9418482"
"Jessica Trading Inc.","Strimon","9798973"
"Eletson Corporation","Strofades","9319545"
"Empire Navigation Ltd.","Strymon","9290919"
"The Dutra Group","Stuyvesant","7915838"
"The Dutra Group","Stuyvesant","7915838"
"Style Shipping LLC","Style","9380570"
"DFDS A/S","Suecia Seaways","9153020"
"Averto Shipping S.A.","Suez Canal","9230311"
"Suez Fuzeyya Limited","Suez Fuzeyya","9524449"
"Suez George Limted","Suez George","9513139"
"Suez Hans Limited","Suez Hans","9524463"
"Suez Rajan Limited","Suez Rajan","9524475"
"Suez Vasilis Limited","Suez Vasilis","9524451"
"Goluna Marine Inc.","Sulu Sea","9311531"
"Hansa Tankers AS","Summer Ploeg","9790464"
"Diamond Star Shipping Pte. Ltd.","Summer Sky","9790830"
"Scorpio Carriers, Ltd.","Summertime Dream","9687100"
"Graig Ship Management Ltd.","Summit","9720263"
"Donnelly Tanker Management Ltd.","Summit Africa","9550709"
"Teekay Shipping Limited","Summit Spirit","9404833"
"Nichitoku Kisen Co., Ltd.","Sun Excelsior","9691515"
"Dalian Hongfeng International Ship Management Co","Sun Master","9460681"
"Inventor Chemical Tankers AS","Sun Ploeg","9724439"
"Pan Ocean Co., Ltd.","Sun Rise","9623219"
"Pan Ocean Co., Ltd.","Sun Rise","9623219"
"Pacific Basin Chartering (No. 3) Limited","Sun Ruby","9274551"
"Pan Ocean Co., Ltd.","Sun Shine","9471616"
"Pan Ocean Co., Ltd.","Sun Shine","9471616"
"Fairfield Maxwell Services, Ltd.","Sunbelt Spirit","9233246"
"Seastar Shiomanagement Ltd.","Sunda","9498236"
"CSL Maritime SA - Tokyo Branch","Sunleaf Grace","9460526"
"Snowscape Car Carriers SA","Sunlight Ace","9338864"
"Ocean Transit Carrier SA","Sunlight Express","9459266"
"Msea Lucy LLC","Sunny Bay","9396799"
"Msea BC SPV LLC","Sunny Day","9288760"
"Msea BH SPV LLC","Sunny Dream","9288813"
"Sunny Hill Shipping LLC","Sunny Hill","9423736"
"C.S. Sunny, SA","Sunny Hope","9482134"
"Sunny Horizon Shipping LLC","Sunny Horizon","9410911"
"Sunny Isles Shipping LLC","Sunny Isles","9396775"
"C.S. Sunny, SA","Sunny Royal","9482122"
"Chiara Shiptrade Co.","Sunray","9761944"
"Tauris Shipping Inc.","Sunrise","9761956"
"Snowscape Car Carriers SA","Sunrise Ace","9338840"
"Dasin Shipping Pte. Ltd.","Sunrise Rainbow","9611826"
"Asahi Shipping Co., Ltd.","Sunrise Serenity","9570462"
"Sause Bros., Inc.","Sunset Bay","9289075"
"Snowscape Car Carriers SA","Sunshine Ace","9338852"
"New Century Overseas Management, Inc.","Sunshine Bandama","9412830"
"Blue Marine Management Corp.","Sunshine Bliss","9401996"
"Sun God Navigation, SA","Sunshine Express","9433808"
"Intrepid Ship Management, Inc.","Sunshine State","9408114"
"Good Baron (MI) Limited","Super Caroline","9316983"
"Good Grouse (MI) Limited","Super Valentina","9616113"
"Super-Eco Tankers Management Inc.","Superba","9538165"
"Filharmony Shiomanagement, Inc.","Supernova","9610212"
"Midocean (IOM) Ltd.","Suprastar","9521007"
"Chloe Navigation S.A.","Supreme Ace","9610391"
"Neom Maritime (Singapore) Pte. Ltd.","Supreme Star","9802413"
"Kiko Financing Ltd.","Surfer Rosa","9276016"
"Champion Tankers AS","Susanne Victory","9185499"
"Suvretta Transportation Corp.","Suvretta","9408542"
"Lucretia Shipping SA","Suzaku","9317377"
"Sierra Limited","Sven","9434228"
"SW Cap Ferrat Shipping LLC","SW Cap Ferrat |","9231614"
"SW Julia Shipping LLC","SW Julia |","9260263"
"SW Monaco Shipping LLC","SW Monaco |","9260275"
"SW Tropez Shipping LLC","SW Tropez |","9272931"
"Snowscape Car Carriers SA","Swallow Ace","9338620"
"Snowscape Car Carriers SA","Swan Ace","9338826"
"Blyth Shipholding SA","Swan Chacabuco","8907876"
"Swan River Limited","Swan River","9302841"
"Scandinavia Shipping Corporation","Swedish Reefer","9030149"
"Snowscape Car Carriers SA","Swift Ace","9338838"
"Abojeb Company, Inc.","Swiftnes","9708930"
"Switzerland Maritime Limited","Switzerland","9723265"
"Teekay Shipping Limited","Sydney Spirit","9594781"
"MS Sydney Trader GmbH & Co. KG","Sydney Trader","9297474"
"Sifnos Maritime Company","Syfnos","9326067"
"Donati Shipping Corporation SA","Sylvie","9332066"
"Symi Shipping Company","Symi |","9695028"
"Syros Maritime Corporation","Syros |","9597800"
"Scope Navigation Co","SYROS Island","9720299"
"Optasia Inc.","T Rex","9337327"
"Ditas Deniz Isletmeciligi Ve Tankerciligi AS","T. Aylin","9679880"
"Ditas Deniz Isletmeciligi Ve Tankerciligi AS","Sadberk","9804136"
"Ditas Deniz Isletmeciligi Ve Tankerciligi AS","T. Semahat","9804148"
"Anatolia Owning Co., Ltd.","Tahiti","9600877"
"T.LL. XII LLC","Tahoe Spirit","9427641"
"Taiwan Navigation Co., Ltd.","Tai Hawk","9284556"
"Taiwan Navigation Co., Ltd.","Tai Honesty","9304370"
"Taiwan Navigation Co., Ltd.","Tai Progress","9281827"
"Taiwan Navigation Co., Ltd.","Tai Promotion","9290696"
"Taiwan Navigation Co., Ltd.","Tai Prosperity","9303510"
"Taiwan Navigation Co., Ltd.","Tai Splendor","9727132"
"Taiwan Navigation Co., Ltd.","Tai Star","9774460"
"Taiwan Navigation Co., Ltd.","Tai Success","9642148"
"Eaglehill Trading Limited","Taihua Star","9384851"
"The China Navigation Co. Pte. Ltd.","Taiyuan","9768928"
"Pasha Finance Inc.","Talara","9569994"
"Team Ship Maritime GmbH & Co. KG","Talia H","9359947"
"Wilhelmsen Lines Shipowning Malta Limited","Talisman","9191319"
"Genshipping Corporation","Tamar","9456226"
"Callisto Owning Co., Ltd.","Tamara","9600889"
"Team Tankers Deep Sea Ltd.","Tambourin","9251896"
"Wilhelmsen Lines Shipowning Malta Limited","Tamerlane","9218648"
"Wilhelmsen Lines Shipowning Malta Limited","Tamesis","9191307"
"lino Marine Service Co., Ltd.","Tamiat Navigator","9422237"
"Tampa Bay Limited","Tampa Bay","9325104"
"Windrose Shipping Ltd.","Tamsen","3199100"
"Temm Maritime Co., Ltd.","Tangerine Island","9512355"
"Olamar Navegacion SA","Tanikaze","9667899"
"Wilhelmsen Lines Shipowning Malta Limited","Tarago","9191321"
"MOL Tankship Management (Europe) Ltd.","Taranaki Sun","9751406"
"Westfal-Larsen Management AS","‘Taranger","9524762"
"Teekay Marine (Singapore) Pte. Ltd.","Tarbet Spirit","9408322"
"LSC SIA","Targale","9323340"
"Bernard (BVI) Limited","Tasman Sea","9218064"
"Equitrust Inc.","Tataki","9410210"
"SSC Ship Management Pte. Ltd.","Taurus Leader","9700550"
"Holtev Shipping Inc.","Taurus Sun","9332822"
"Edgerton Shipping Limited","Tavrichesky Bridge","9292060"
"Pleiades Shipping Agents SA","Tavropos","9307334"
"Misuga Kaiun Holland BV","Tawa Arrow","9401879"
"Orient Express Lines Inc.","TBC Prestige","9489833"
"Orient Express Lines Inc.","TBC Princess","9606871"
"Orient Express Lines Inc.","TBC Progress","9489821"
"Team Tankers Deep Sea Ltd.","Team Adventurer","9326914"
"Team Tankers Deep Sea Ltd.","Team Calypso","9411290"
"Team Tankers Deep Sea Ltd.","Team Corrido","9411305"
"Team Tankers Deep Sea Ltd.","Team Discoverer","9326938"
"Team Tankers Deep Sea Ltd.","Team Falcon","9396012"
"Team Tankers International Ltd.","Team Hawk","9396000"
"Team Tankers Deep Sea Ltd.","Team Tapatio","9239977"
"Team Tankers Deep Sea Ltd.","Team Tarantella","9234587"
"Team Tankers Deep Sea Ltd.","Team Toccata","9239989"
"Team Tankers Deep Sea Ltd.","Team Tosca","9251884"
"Canfield Marine Co.","Teatralny Bridge","9292058"
"FPMC Duke Marine Corp.","Tectus","9433016"
"Olamar Navegacion SA","Teizan","9460784"
"V. Ships Ship Management (India) Pvt. Ltd.","Telluride","9256248"
"Sinokor Tanker Co., Ltd.","Tenacity","9285706"
"Huarui International Ship Lease Co., Limited","Tenacity Venture","9773052"
"Union Marine Management Services Pte. Ltd.","Tenro Maru","9708954"
"Marine Ace Co., Ltd.","Tequila Sunrise","9402110"
"Great Lakes Dredge & Dock Company, LLC","Terrapin Island","7819539"
"Great Lakes Dredge & Dock Company, LLC","Terrapin Island","7819539"
"Tesoro Transport Inc.","Tesoro","9346160"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Texas Highway","9272890"
"Bandera Marine Limited","Texas Star","9256860"
"Texas Trader Shipping Limited","Texas Trader","9295165"
"Chevron U.S.A. Inc.","Texas Voyager","9719886"
"Enesel Limited","Thalassa Axia","9667186"
"Enesel Limited","Thalassa Pistis","9665619"
"Wilhelmsen Lines Shipowning Malta Limited","Thalatta","9702455"
"LSC SIA","Thames","9828144"
"Row Management, Ltd.","The World","9219331"
"Yuki Shipping Pte. Ltd.","Theben","9722302"
"Champion Tankers AS","Thelma Victory","9258612"
"Toda Shipping Pte. Ltd.","Themis","9722314"
"Eastasia Shipping Co., Ltd.","Themis Leader","9553115"
"TB Marine Shipmanagement GmbH & Co. KG","Themsestern","9183843"
"World Management Inc.","Theodore Jr","9739020"
"Canary Pacific Limited","Theodosia","9275751"
"Palamari Shipping Company Limited","Therese Selmer","9331866"
"Wilhelmsen Lines Shipowning Malta Limited","Thermopylae","9702443"
"Costamare Shipping Company SA","Theseus","9728954"
"Chronos Shipping Co. Ltd.","Thessaloniki","9342841"
"Commercial Shipping and Trading Company Ltd.","Thetis","9312315"
"Apex Bulk Carriers LLC","Thomas C","9450820"
"Leega Shiptrade Company","Thomas Zafiras","9724087"
"Spartacus Navigation Corp.","Thor","9291418"
"Auerbach Bereederung GmbH & Co. KG","Thorco Africa","9543926"
"Massoel Shipping SA","Thorco Angela","9359935"
"JP Alliance Ship Management Co., Inc.","Thorco Frontier","9543976"
"JP Alliance Ship Management Co., Inc.","Thorco Glory","9543897"
"Taiyo Sangyo Trading & Marine Service Ltd.","Thorco Lanner","9742390"
"Taiyo Sangyo Trading & Marine Service Ltd.","Thorco Lanner","9742390"
"P&F Marine Co., Ltd.","Thorco Legacy","9673173"
"P&F Marine Co., Ltd.","Thorco Legion","9699969"
"Taiyo Sangyo Trading & Marine Service Ltd.","Thorco Lineage","9673197"
"Taiyo Sangyo Trading & Marine Service Ltd.","Thorco Lineage","9673197"
"Taiyo Sangyo Trading & Marine Service Ltd.","Thorco Luna","9699957"
"Taiyo Sangyo Trading & Marine Service Ltd.","Thorco Luna","9699957"
"JP Alliance Ship Management Co., Inc.","Thorco Raffles","9538880"
"JP Alliance Ship Management Co., Inc.","Thorco Ranger","9423516"
"JP Alliance Ship Management Co., Inc.","Thorco Rio","9430222"
"JP Alliance Ship Management Co., Inc.","Thorco Royal","9539389"
"Euronav NV","Hellas","9290086"
"COSCO Shipping Energy Transportation Co., Ltd.","Tian E Zuo","9538476"
"Goodwood Ship Management Pte. Ltd.","Tianjin","9748916"
"Tianjin Bridge SA","Tianjin Bridge","9282962"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Tianjin Highway","9294355"
"Teekay Shipping Limited","Tianlong Spirit","9378369"
"The China Navigation Co. Pte. Ltd.","Tientsin","9768930"
"Gregale Owners Inc.","Tigani","9776767"
"Michina Marina SA","Tiger Integrity","9760574"
"Wilhelmsen Lines Shipowning Malta Limited","Tijuca","9377511"
"Till Jacob Shipping Ltd.","Till Jacob","9482861"
"Mage Shipping Limited","Tilos |","9800271"
"Pacific Basin Chartering (No. 6) Limited","Timaru Star","9267077"
"The National Shipping Company of Saudi Arabia","Tinat","9237761"
"Wilhelmsen Lines Shipowning Malta Limited","Tirranna","9377523"
"Wilhelmsen Lines Shipowning Malta Limited","Titania","9505053"
"Wallenius Marine AB","Titus","9700512"
"Walebiv Marine Inc.","Tivoli Park","9780536"
"Francesca Shipping (BVI) Limited","Tiwai Point","9443384"
"Transship Bulk","Tiziana","9744764"
"A.M. Nomikos Transworld Maritime Agencies SA","TN Dawn","9373993"
"Anglo-Atlantic Steamship Co., Ltd.","Toccata","9239989"
"Caribstar Shipping SA","Tohmisan Maru","9609471"
"Faith Marine Limited","Toki Arrow","9434539"
"STC Shipping Pte. Ltd.","Tokomaru Bay","9604782"
"Hapag-Lloyd AG","Tokyo Express","9193290"
"Teekay Shipping Limited","Tokyo Spirit","9296377"
"Wilhelmsen Lines Shipowning Malta Limited","Toledo","9293624"
"Wilhelmsen Lines Shipowning Malta Limited","Tomar","9375264"
"Julia Shipping SA","Tombarra","9319753"
"Marine Ace Co., Ltd.","Tomorrow","9679282"
"Wilhelmsen Lines Shipowning Malta Limited","Tongala","9605786"
"Interorient Marine Services (Germany) GmbH & Co.","Tonos","9228655"
"Wilhelmsen Lines Shipowning Malta Limited","Tonsberg","9515383"
"Fairweather Steamship Co., Ltd.","Top Fair","9574846"
"Fairweather Steamship Co., Ltd.","Top Grace","9763875"
"Fairweather Steamship Co., Ltd.","Top Weather","9631462"
"Winmar Shipping Ltd.","Topaz Express","9552800"
"Sun Lanes Shipping SA","Topaz Halo","9478858"
"Wilhelmsen Lines Shipowning Malta Limited","Toreador","9375288"
"Ocean Transit Carrier S.A.","Torenia","9331919"
"Applewood Shipping Co.","Torgovy Bridge","9292046"
"The Jankovich Company","Tori J","D919254"
"Wilhelmsen Lines Shipowning Malta Limited","Torino","9398321"
"TORM A/S","Torm Agnes","9465992"
"TORM A/S","Torm Agnete","9466013"
"TORM A/S","Torm Alexandra","9466001"
"TORM A/S","Torm Alice","9465966"
"TORM A/S","Torm Almena","9465980"
"TORM A/S","Torm Amalie","9466025"
"TORM A/S","Torm Anabel","9543550"
"TORM A/S","Torm Arawa","9543548"
"TORM A/S","Torm Aslaug","9465978"
"TORM A/S","Torm Astrid","9510682"
"TORM A/S","Torm Atlantic","9433509"
"TORM A/S","Torm Camilla","9263693"
"TORM A/S","Torm Carina","9263708"
"TORM A/S","Torm Caroline","9262091"
"TORM A/S","Torm Cecilie","9215103"
"TORM A/S","Torm Emilie","9277785"
"TORM A/S","Torm Eric","9304590"
"TORM A/S","Torm Estrid","9277723"
"TORM A/S","Torm Freya","9250490"
"TORM A/S","Torm Garonne","9288930"
"TORM A/S","Torm Gerd","9240897"
"TORM A/S","Torm Gertrud","9240885"
"TORM A/S","‘Torm Gudrun","9199127"
"TORM A/S","Torm Gunhild","9172193"
"TORM A/S","Torm Gyda","9425502"
"TORM A/S","Torm Hardrada","9344007"
"TORM A/S","Torm Helene","9143532"
"TORM A/S","Torm Hellerup","9798002"
"TORM A/S","Torm Helvig","9288021"
"TORM A/S","Torm Herdis","9797981"
"TORM A/S","Torm Hermia","9797993"
"TORM A/S","Torm Hilde","9798014"
"TORM A/S","Torm Horizon","9283710"
"TORM A/S","Torm Ingeborg","9243320"
"TORM A/S","Torm Ismini","9277797"
"TORM A/S","Torm Kansas","9290646"
"TORM A/S","Torm Kristina","9169512"
"TORM A/S","Torm Laura","9375616"
"TORM A/S","Torm Lene","9390769"
"TORM A/S","Torm Lilly","9392470"
"TORM A/S","Torm Loire","9282986"
"TORM A/S","Torm Loke","9301914"
"TORM A/S","Torm Lotte","9392468"
"TORM A/S","Torm Louise","9392482"
"TORM A/S","Torm Maren","9358400"
"TORM A/S","Torm Marina","9319698"
"TORM A/S","Torm Mary","9246798"
"TORM A/S","Torm Mathilde","9358412"
"TORM A/S","Torm Moselle","9254240"
"TORM A/S","Torm Platte","9290660"
"TORM A/S","Torm Ragnhild","9290579"
"TORM A/S","Torm Republican","9290658"
"TORM A/S","Torm Resilience","9304588"
"TORM A/S","Torm Rosetta","9254070"
"TORM A/S","Torm San Jacinto","9247778"
"TORM A/S","Torm Saone","9295323"
"TORM A/S","Torm Sara","9273260"
"TORM A/S","Torm Signe","9290957"
"TORM A/S","Torm Sofia","9295086"
"TORM A/S","Torm Sovereign","9797723"
"TORM A/S","Torm Supreme","9797735"
"TORM A/S","Torm Tevere","9302126"
"TORM A/S","Torm Thames","9318333"
"TORM A/S","Torm Thor","9712292"
"TORM A/S","Torm Thunder","9712307"
"TORM A/S","Torm Thyra","9250488"
"TORM A/S","Torm Timothy","9726487"
"TORM A/S","Torm Titan","9712319"
"TORM A/S","Torm Torino","9712321"
"TORM A/S","Torm Troilus","9726475"
"TORM A/S","Torm Valborg","9243318"
"TORM A/S","Torm Venture","9307798"
"TORM A/S","Torm Vita","9246803"
"Wilhelmsen Lines Shipowning Malta Limited","Toronto","9302205"
"Wilhelmsen Lines Shipowning Malta Limited","Torrens","9293612"
"Julia Shipping SA","Tortugas","9319765"
"Westfal-Larsen Management AS","Torvanger","9524774"
"Wallenius Marine Singapore Pte. Ltd.","Tosca","9605798"
"Wilhelmsen Lines Shipowning Malta Limited","Toscana","9398333"
"MT "Tosna Star" Schifffahrtsgesellschaft mbH & Co.","Tosna Star","9425239"
"Rizzo-Bottiglieri-De Carlini Armatori SoA","Totonno Bottiglieri","9439400"
"Bridgeton Maritime Company","Tower Bridge","9292034"
"TR Lady Shipping Limited","TR Lady","9720926"
"TR Niklas Shipping Limited","TR Niklas","9707364"
"TR Prince Shipping Limited","TR Prince","9742651"
"TR Princess Shipping Limited","TR Princess","9742663"
"Trabzon Maritime Limited","Trabzon","9595046"
"Trade Prosperity Inc","Trade Prosperity","9693422"
"Trade Quest Inc.","Trade Quest","9706774"
"Trade Resource Inc.","Trade Resource","9693410"
"Trade Spirit Inc","Trade Spirit","9706786"
"Cleanocean Shipmanagement, Inc.","Trade Star","9561825"
"Trade Unity Inc.","Trade Unity","9693408"
"Goldenport Marine (Cyprus) Limited","Trammo Baumann","9762883"
"Goldenport Marine (Cyprus) Limited","Trammo Independent","9762895"
"Prosper World Marine Co., Ltd.","Tranquil Ace","9561253"
"Friendship One Shipping Limited","Trans Friendship |","9487043"
"Friendship Two Shipping Limited","Trans Friendship II","9487055"
"Lucretia Shipping SA","Trans Leader","9412567"
"Lucretia Shipping SA","Trans Leader","9412567"
"CST Belchem Singapore Pte. Ltd.","Trans Shanghai","9496678"
"CP Fuzhou Shipping S.A.","Transcenden Bright","9830068"
"Hargate Marine Inc.","Transsib Bridge","9382798"
"Wallenius Marine AB","Traviata","9700524"
"ASM Maritime BV","Treasure","9184859"
"LSC SIA","Trent","9828156"
"Genshipping Corporation","Trenta","9456159"
"WLR/TRE Tanker Two LLC, M.I.","TRF Bergen","9692246"
"Han VLCC II LLC","TRF Horten","9740342"
